AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2019-08-01,33.2,S/D,80.6,0.0
2019-08-02,30.2,S/D,84.0,3.0
2019-08-03,30,S/D,80.9,4.2
2019-08-04,29.4,S/D,S/D,0.0
2019-08-05,29.4,S/D,76.4,0.0
2019-08-06,32.2,S/D,86.9,0.0
2019-08-07,31.6,S/D,80.6,0.0
2019-08-08,32.2,S/D,85.2,0.0
2019-08-09,31.2,S/D,83.6,4.0
2019-08-10,31.4,S/D,81.8,0.0
2019-08-11,32.2,S/D,83.2,0.0
2019-08-12,31.2,S/D,84.3,0.0
2019-08-13,31.4,S/D,84.3,0.0
2019-08-14,31.4,S/D,83.1,0.0
2019-08-15,32.2,S/D,81.8,0.0
2019-08-16,31.2,S/D,81.3,0.0
2019-08-17,30.6,S/D,84.9,1.2
2019-08-18,30.6,S/D,84.6,0.0
2019-08-19,32.4,S/D,81.8,0.0
2019-08-20,31.8,S/D,80.6,55.4
2019-08-21,30.2,S/D,83.3,4.0
2019-08-22,30,S/D,83.4,0.0
2019-08-23,29.8,S/D,79.8,5.4
2019-08-24,31.6,S/D,76.7,0.0
2019-08-25,32.8,S/D,81.4,0.0
2019-08-26,30.8,S/D,83.5,8.0
2019-08-27,30.2,S/D,82.8,8.0
2019-08-28,30.6,S/D,81.2,2.8
2019-08-29,32.8,S/D,87.2,0.0
2019-08-30,33.2,S/D,84.8,0.0
2019-08-31,32.4,S/D,84.2,0.0
